date,location,total_deaths,total_deaths_per_million
2020-09-04,Asia,149.18,32.152
2020-09-04,Europe,209.971,280.455
2020-09-04,North America,274.391,463.442
2020-09-04,Oceania,0.779,18.253
2020-09-04,South America,255.672,593.537
2020-09-05,Africa,31.079,23.183
2020-09-05,Asia,150.771,32.495
2020-09-05,Europe,210.306,280.902
2020-09-05,North America,275.749,465.735
2020-09-05,Oceania,0.784,18.37
2020-09-05,South America,257.31,597.34
2020-09-06,Africa,31.303,23.35
2020-09-06,Asia,152.401,32.846
2020-09-06,Europe,210.513,281.179
2020-09-06,North America,276.487,466.982
2020-09-06,Oceania,0.793,18.581
2020-09-06,South America,258.575,600.277
2020-09-07,Africa,31.521,23.513
2020-09-07,Asia,154.064,33.205
2020-09-07,Europe,210.84,281.616
2020-09-07,North America,277.132,468.071
2020-09-07,Oceania,0.801,18.769
2020-09-07,South America,265.309,615.909
2020-09-08,Africa,31.747,23.681
2020-09-08,Asia,155.735,33.565
2020-09-08,Europe,211.312,282.246
2020-09-08,North America,278.403,470.218
2020-09-08,Oceania,0.812,19.026
2020-09-08,South America,266.769,619.299
2020-09-09,Africa,31.939,23.824
2020-09-09,Asia,157.546,33.955
2020-09-09,Europe,211.728,282.802
2020-09-09,North America,280.206,473.263
2020-09-09,Oceania,0.819,19.19
2020-09-09,South America,268.816,624.051
2020-09-10,Africa,32.124,23.962
2020-09-10,Asia,159.375,34.349
2020-09-10,Europe,212.138,283.349
2020-09-10,North America,281.821,475.991
2020-09-10,Oceania,0.828,19.401
2020-09-10,South America,270.788,628.629
2020-09-11,Africa,32.355,24.135
2020-09-11,Asia,161.085,34.718
2020-09-11,Europe,212.555,283.906
2020-09-11,North America,283.587,478.974
2020-09-11,Oceania,0.834,19.542
2020-09-11,South America,272.683,633.028
2020-09-12,Africa,32.501,24.244
2020-09-12,Asia,162.865,35.101
2020-09-12,Europe,212.886,284.348
2020-09-12,North America,284.792,481.009
2020-09-12,Oceania,0.841,19.706
2020-09-12,South America,274.271,636.715
2020-09-13,Africa,32.622,24.334
2020-09-13,Asia,164.576,35.47
2020-09-13,Europe,213.141,284.689
2020-09-13,North America,285.495,482.196
2020-09-13,Oceania,0.848,19.87
2020-09-13,South America,275.416,639.373
2020-09-14,Africa,32.793,24.461
2020-09-14,Asia,166.478,35.88
2020-09-14,Europe,213.511,285.183
2020-09-14,North America,286.258,483.485
2020-09-14,Oceania,0.848,19.87
2020-09-14,South America,276.748,642.465
2020-09-15,Africa,33.07,24.668
2020-09-15,Asia,168.376,36.289
2020-09-15,Europe,214.144,286.029
2020-09-15,North America,288.157,486.692
2020-09-15,Oceania,0.857,20.081
2020-09-15,South America,278.641,646.859
2020-09-16,Africa,33.249,24.802
2020-09-16,Asia,170.256,36.694
2020-09-16,Europe,214.85,286.972
2020-09-16,North America,289.504,488.967
2020-09-16,Oceania,0.865,20.268
2020-09-16,South America,280.47,651.105
2020-09-17,Africa,33.428,24.935
2020-09-17,Asia,172.097,37.091
2020-09-17,Europe,215.457,287.782
2020-09-17,North America,290.672,490.94
2020-09-17,Oceania,0.87,20.385
2020-09-17,South America,282.268,655.279
2020-09-18,Africa,33.621,25.079
2020-09-18,Asia,173.95,37.49
2020-09-18,Europe,216.118,288.665
2020-09-18,North America,292.319,493.722
2020-09-18,Oceania,0.877,20.549
2020-09-18,South America,283.726,658.664
2020-09-19,Africa,33.823,25.23
2020-09-19,Asia,175.755,37.879
2020-09-19,Europe,216.517,289.198
2020-09-19,North America,293.624,495.926
2020-09-19,Oceania,0.882,20.666
2020-09-19,South America,285.398,662.546
2020-09-20,Africa,33.956,25.329
2020-09-20,Asia,177.532,38.262
2020-09-20,Europe,216.805,289.583
2020-09-20,North America,294.192,496.885
2020-09-20,Oceania,0.885,20.737
2020-09-20,South America,286.566,665.257
2020-09-21,Africa,34.082,25.423
2020-09-21,Asia,179.224,38.627
2020-09-21,Europe,217.276,290.212
2020-09-21,North America,294.924,498.122
2020-09-21,Oceania,0.888,20.807
2020-09-21,South America,287.882,668.312
2020-09-22,Africa,34.322,25.602
2020-09-22,Asia,180.978,39.005
2020-09-22,Europe,218.053,291.25
2020-09-22,North America,296.677,501.082
2020-09-22,Oceania,0.893,20.924
2020-09-22,South America,289.554,672.194
2020-09-23,Africa,34.531,25.758
2020-09-23,Asia,182.829,39.404
2020-09-23,Europe,218.738,292.165
2020-09-23,North America,298.431,504.045
2020-09-23,Oceania,0.895,20.971
2020-09-23,South America,290.703,674.861
2020-09-24,Africa,34.706,25.888
2020-09-24,Asia,184.612,39.788
2020-09-24,Europe,219.33,292.956
2020-09-24,North America,299.907,506.538
2020-09-24,Oceania,0.903,21.159
2020-09-24,South America,293.244,680.76
2020-09-25,Africa,34.86,26.003
2020-09-25,Asia,186.382,40.17
2020-09-25,Europe,220.018,293.875
2020-09-25,North America,301.353,508.98
2020-09-25,Oceania,0.904,21.182
2020-09-25,South America,295.131,685.141
2020-09-26,Africa,35.028,26.129
2020-09-26,Asia,188.169,40.555
2020-09-26,Europe,220.585,294.632
2020-09-26,North America,302.618,511.117
2020-09-26,Oceania,0.906,21.229
2020-09-26,South America,296.907,689.264
2020-09-27,Africa,35.163,26.229
2020-09-27,Asia,189.874,40.922
2020-09-27,Europe,220.93,295.093
2020-09-27,North America,303.164,512.039
2020-09-27,Oceania,0.909,21.299
2020-09-27,South America,297.985,691.766
2020-09-28,Africa,35.457,26.449
2020-09-28,Asia,191.298,41.229
2020-09-28,Europe,221.481,295.829
2020-09-28,North America,303.782,513.083
2020-09-28,Oceania,0.916,21.463
2020-09-28,South America,299.11,694.378
2020-09-29,Africa,35.674,26.611
2020-09-29,Asia,193.22,41.644
2020-09-29,Europe,222.107,296.665
2020-09-29,North America,305.304,515.653
2020-09-29,Oceania,0.92,21.557
2020-09-29,South America,300.888,698.505
2020-09-30,Africa,35.863,26.751
2020-09-30,Asia,195.117,42.052
2020-09-30,Europe,223.121,298.019
2020-09-30,North America,306.853,518.27
2020-09-30,Oceania,0.922,21.604
2020-09-30,South America,302.8,702.944
2020-10-01,Africa,36.08,26.913
2020-10-01,Asia,196.894,42.435
2020-10-01,Europe,223.874,299.025
2020-10-01,North America,308.254,520.636
2020-10-01,Oceania,0.924,21.651
2020-10-01,South America,307.453,713.746
2020-10-02,Africa,36.229,27.025
2020-10-02,Asia,198.651,42.814
2020-10-02,Europe,224.698,300.126
2020-10-02,North America,309.685,523.053
2020-10-02,Oceania,0.927,21.721
2020-10-02,South America,308.331,715.784
2020-10-03,Africa,36.34,27.107
2020-10-03,Asia,200.205,43.149
2020-10-03,Europe,225.275,300.896
2020-10-03,North America,310.857,525.032
2020-10-03,Oceania,0.928,21.744
2020-10-03,South America,310.366,720.508
2020-10-04,Africa,36.51,27.234
2020-10-04,Asia,201.844,43.502
2020-10-04,Europe,225.712,301.48
2020-10-04,North America,311.539,526.184
2020-10-04,Oceania,0.928,21.744
2020-10-04,South America,311.44,723.002
2020-10-05,Africa,36.638,27.33
2020-10-05,Asia,203.462,43.851
2020-10-05,Europe,226.35,302.332
2020-10-05,North America,314.919,531.893
2020-10-05,Oceania,0.929,21.768
2020-10-05,South America,312.674,725.866
2020-10-06,Africa,36.826,27.47
2020-10-06,Asia,205.173,44.22
2020-10-06,Europe,227.427,303.771
2020-10-06,North America,316.163,533.994
2020-10-06,Oceania,0.931,21.815
2020-10-06,South America,314.303,729.648
2020-10-07,Africa,37.095,27.67
2020-10-07,Asia,206.913,44.595
2020-10-07,Europe,228.331,304.978
2020-10-07,North America,317.571,536.372
2020-10-07,Oceania,0.931,21.815
2020-10-07,South America,315.903,733.362
2020-10-08,Africa,37.393,27.893
2020-10-08,Asia,208.708,44.982
2020-10-08,Europe,229.221,306.167
2020-10-08,North America,319.016,538.813
2020-10-08,Oceania,0.931,21.815
2020-10-08,South America,317.841,737.861
2020-10-09,Africa,37.629,28.069
2020-10-09,Asia,210.361,45.338
2020-10-09,Europe,230.271,307.569
2020-10-09,North America,320.467,541.263
2020-10-09,Oceania,0.931,21.815
2020-10-09,South America,319.666,742.098
2020-10-10,Africa,37.9,28.271
2020-10-10,Asia,211.976,45.686
2020-10-10,Europe,231.037,308.592
2020-10-10,North America,321.366,542.782
2020-10-10,Oceania,0.932,21.838
2020-10-10,South America,321.031,745.267
2020-10-11,Africa,38.108,28.426
2020-10-11,Asia,213.588,46.033
2020-10-11,Europe,231.66,309.425
2020-10-11,North America,322.039,543.918
2020-10-11,Oceania,0.932,21.838
2020-10-11,South America,322.019,747.561
2020-10-12,Africa,38.301,28.57
2020-10-12,Asia,214.994,46.336
2020-10-12,Europe,232.545,310.607
2020-10-12,North America,322.689,545.016
2020-10-12,Oceania,0.933,21.861
2020-10-12,South America,322.956,749.736
2020-10-13,Africa,38.572,28.772
2020-10-13,Asia,216.466,46.654
2020-10-13,Europe,233.717,312.172
2020-10-13,North America,324.064,547.339
2020-10-13,Oceania,0.938,21.979
2020-10-13,South America,324.038,752.248
2020-10-14,Africa,38.835,28.968
2020-10-14,Asia,218.013,46.987
2020-10-14,Europe,235.064,313.971
2020-10-14,North America,325.612,549.953
2020-10-14,Oceania,0.938,21.979
2020-10-14,South America,325.551,755.76
2020-10-15,Africa,39.089,29.158
2020-10-15,Asia,219.675,47.345
2020-10-15,Europe,236.349,315.688
2020-10-15,North America,326.954,552.22
2020-10-15,Oceania,0.938,21.979
2020-10-15,South America,327.092,759.337
2020-10-16,Africa,39.296,29.312
2020-10-16,Asia,221.267,47.688
2020-10-16,Europe,237.784,317.604
2020-10-16,North America,328.42,554.696
2020-10-16,Oceania,0.938,21.979
2020-10-16,South America,328.716,763.107
2020-10-17,Africa,39.561,29.51
2020-10-17,Asia,223.064,48.076
2020-10-17,Europe,238.881,319.07
2020-10-17,North America,329.635,556.748
2020-10-17,Oceania,0.938,21.979
2020-10-17,South America,330.019,766.132
2020-10-18,Africa,39.746,29.648
2020-10-18,Asia,224.401,48.364
2020-10-18,Europe,239.756,320.238
2020-10-18,North America,330.304,557.878
2020-10-18,Oceania,0.939,22.002
2020-10-18,South America,330.564,767.398
2020-10-19,Africa,39.93,29.785
2020-10-19,Asia,225.845,48.675
2020-10-19,Europe,240.988,321.884
2020-10-19,North America,331.054,559.145
2020-10-19,Oceania,0.939,22.002
2020-10-19,South America,331.858,770.402
2020-10-20,Africa,40.228,30.008
2020-10-20,Asia,227.371,49.004
2020-10-20,Europe,242.799,324.303
2020-10-20,North America,332.6,561.756
2020-10-20,Oceania,0.939,22.002
2020-10-20,South America,333.312,773.777
2020-10-21,Africa,40.48,30.195
2020-10-21,Asia,228.979,49.351
2020-10-21,Europe,244.457,326.517
2020-10-21,North America,334.355,564.72
2020-10-21,Oceania,0.939,22.002
2020-10-21,South America,334.752,777.12
2020-10-22,Africa,40.696,30.357
2020-10-22,Asia,230.511,49.681
2020-10-22,Europe,246.246,328.907
2020-10-22,North America,335.35,566.401
2020-10-22,Oceania,0.939,22.002
2020-10-22,South America,336.153,780.372
2020-10-23,Africa,40.92,30.524
2020-10-23,Asia,232.1,50.023
2020-10-23,Europe,248.225,331.55
2020-10-23,North America,337.283,569.665
2020-10-23,Oceania,0.939,22.002
2020-10-23,South America,337.508,783.518
2020-10-24,Africa,41.143,30.69
2020-10-24,Asia,233.498,50.324
2020-10-24,Europe,249.891,333.775
2020-10-24,North America,338.759,572.158
2020-10-24,Oceania,0.939,22.002
2020-10-24,South America,338.63,786.123
2020-10-25,Africa,41.259,30.777
2020-10-25,Asia,234.794,50.604
2020-10-25,Europe,251.07,335.35
2020-10-25,North America,339.492,573.396
2020-10-25,Oceania,0.939,22.002
2020-10-25,South America,339.505,788.154
2020-10-26,Africa,41.607,31.036
2020-10-26,Asia,236.179,50.902
2020-10-26,Europe,252.988,337.912
2020-10-26,North America,340.374,574.886
2020-10-26,Oceania,0.939,22.002
2020-10-26,South America,340.582,790.654
2020-10-27,Africa,41.789,31.172
2020-10-27,Asia,237.559,51.2
2020-10-27,Europe,255.778,341.639
2020-10-27,North America,342.078,577.764
2020-10-27,Oceania,0.941,22.049
2020-10-27,South America,341.97,793.876
2020-10-28,Africa,42.135,31.43
2020-10-28,Asia,239.051,51.521
2020-10-28,Europe,258.295,345.001
2020-10-28,North America,343.712,580.524
2020-10-28,Oceania,0.941,22.049
2020-10-28,South America,343.19,796.709
2020-10-29,Africa,42.337,31.581
2020-10-29,Asia,240.526,51.839
2020-10-29,Europe,260.879,348.452
2020-10-29,North America,345.29,583.189
2020-10-29,Oceania,0.941,22.049
2020-10-29,South America,344.498,799.745
2020-10-30,Africa,42.629,31.798
2020-10-30,Asia,241.923,52.14
2020-10-30,Europe,263.912,352.503
2020-10-30,North America,346.97,586.026
2020-10-30,Oceania,0.941,22.049
2020-10-30,South America,345.751,802.654
2020-10-31,Africa,42.853,31.966
2020-10-31,Asia,243.328,52.443
2020-10-31,Europe,266.425,355.86
2020-10-31,North America,348.457,588.538
2020-10-31,Oceania,0.941,22.049
2020-10-31,South America,346.791,805.068
2020-11-01,Africa,43.175,32.206
2020-11-01,Asia,244.761,52.752
2020-11-01,Europe,268.299,358.363
2020-11-01,North America,349.174,589.749
2020-11-01,Oceania,0.941,22.049
2020-11-01,South America,347.494,806.7
2020-11-02,Africa,43.389,32.365
2020-11-02,Asia,246.233,53.069
2020-11-02,Europe,270.959,361.916
2020-11-02,North America,350.039,591.21
2020-11-02,Oceania,0.941,22.049
2020-11-02,South America,348.5,809.036
2020-11-03,Africa,43.705,32.601
2020-11-03,Asia,247.803,53.408
2020-11-03,Europe,275.303,367.718
2020-11-03,North America,352.238,594.924
2020-11-03,Oceania,0.941,22.049
2020-11-03,South America,349.522,811.408
2020-11-04,Africa,43.94,32.776
2020-11-04,Asia,249.549,53.784
2020-11-04,Europe,280.221,374.287
2020-11-04,North America,354.089,598.05
2020-11-04,Oceania,0.941,22.049
2020-11-04,South America,350.918,814.649
2020-11-05,Africa,44.244,33.003
2020-11-05,Asia,251.169,54.133
2020-11-05,Europe,283.898,379.198
2020-11-05,North America,355.897,601.104
2020-11-05,Oceania,0.941,22.049
2020-11-05,South America,351.6,816.232
2020-11-06,Africa,44.467,33.17
2020-11-06,Asia,252.757,54.475
2020-11-06,Europe,288.251,385.012
2020-11-06,North America,357.8,604.318
2020-11-06,Oceania,0.941,22.049
2020-11-06,South America,353.275,820.121
2020-11-07,Africa,44.845,33.451
2020-11-07,Asia,254.234,54.794
2020-11-07,Europe,291.498,389.349
2020-11-07,North America,359.473,607.144
2020-11-07,Oceania,0.941,22.049
2020-11-07,South America,354.163,822.182
2020-11-08,Africa,45.36,33.836
2020-11-08,Asia,255.725,55.115
2020-11-08,Europe,293.838,392.475
2020-11-08,North America,360.351,608.627
2020-11-08,Oceania,0.941,22.049
2020-11-08,South America,354.868,823.819
2020-11-09,Africa,45.609,34.021
2020-11-09,Asia,257.261,55.446
2020-11-09,Europe,297.273,397.063
2020-11-09,North America,361.453,610.488
2020-11-09,Oceania,0.941,22.049
2020-11-09,South America,355.812,826.01
2020-11-10,Africa,45.95,34.276
2020-11-10,Asia,258.8,55.778
2020-11-10,Europe,302.5,404.044
2020-11-10,North America,363.612,614.135
2020-11-10,Oceania,0.941,22.049
2020-11-10,South America,356.583,827.8
2020-11-11,Africa,46.282,34.523
2020-11-11,Asia,260.419,56.127
2020-11-11,Europe,307.582,410.832
2020-11-11,North America,365.755,617.754
2020-11-11,Oceania,0.941,22.049
2020-11-11,South America,357.911,830.883
2020-11-12,Africa,46.551,34.724
2020-11-12,Asia,262.06,56.48
2020-11-12,Europe,311.989,416.719
2020-11-12,North America,367.712,621.059
2020-11-12,Oceania,0.941,22.049
2020-11-12,South America,359.461,834.481
2020-11-13,Africa,46.831,34.933
2020-11-13,Asia,263.646,56.822
2020-11-13,Europe,316.77,423.105
2020-11-13,North America,369.622,624.285
2020-11-13,Oceania,0.941,22.049
2020-11-13,South America,360.549,837.007
2020-11-14,Africa,47.066,35.108
2020-11-14,Asia,265.158,57.148
2020-11-14,Europe,320.52,428.113
2020-11-14,North America,371.743,627.868
2020-11-14,Oceania,0.941,22.049
2020-11-14,South America,362.096,840.598
2020-11-15,Africa,47.362,35.329
2020-11-15,Asia,266.621,57.463
2020-11-15,Europe,323.403,431.964
2020-11-15,North America,372.903,629.827
2020-11-15,Oceania,0.941,22.049
2020-11-15,South America,362.754,842.126
2020-11-16,Africa,47.641,35.537
2020-11-16,Asia,268.119,57.786
2020-11-16,Europe,327.456,437.378
2020-11-16,North America,374.195,632.009
2020-11-16,Oceania,0.941,22.049
2020-11-16,South America,363.605,844.102
2020-11-17,Africa,48.034,35.83
2020-11-17,Asia,269.71,58.129
2020-11-17,Europe,333.228,445.087
2020-11-17,North America,376.191,635.38
2020-11-17,Oceania,0.941,22.049
2020-11-17,South America,364.973,847.277
2020-11-18,Africa,48.426,36.123
2020-11-18,Asia,271.522,58.52
2020-11-18,Europe,338.525,452.162
2020-11-18,North America,378.81,639.804
2020-11-18,Oceania,0.941,22.049
2020-11-18,South America,366.32,850.404
2020-11-19,Africa,48.702,36.329
2020-11-19,Asia,273.546,58.956
2020-11-19,Europe,343.375,458.64
2020-11-19,North America,381.595,644.508
2020-11-19,Oceania,0.941,22.049
2020-11-19,South America,367.511,853.169
2020-11-20,Africa,49.114,36.636
2020-11-20,Asia,275.239,59.321
2020-11-20,Europe,349.149,466.353
2020-11-20,North America,384.403,649.25
2020-11-20,Oceania,0.941,22.049
2020-11-20,South America,368.665,855.848
2020-11-21,Africa,49.428,36.87
2020-11-21,Asia,276.86,59.67
2020-11-21,Europe,353.059,471.575
2020-11-21,North America,386.685,653.104
2020-11-21,Oceania,0.941,22.049
2020-11-21,South America,369.515,857.822
2020-11-22,Africa,49.718,37.086
2020-11-22,Asia,278.56,60.036
2020-11-22,Europe,356.257,475.847
2020-11-22,North America,388.106,655.505
2020-11-22,Oceania,0.941,22.049
2020-11-22,South America,370.21,859.435
2020-11-23,Africa,49.987,37.287
2020-11-23,Asia,280.214,60.393
2020-11-23,Europe,360.599,481.646
2020-11-23,North America,389.623,658.067
2020-11-23,Oceania,0.941,22.049
2020-11-23,South America,370.993,861.253
2020-11-24,Africa,50.331,37.544
2020-11-24,Asia,281.922,60.761
2020-11-24,Europe,366.828,489.966
2020-11-24,North America,392.726,663.308
2020-11-24,Oceania,0.941,22.049
2020-11-24,South America,372.327,864.35
2020-11-25,Africa,50.647,37.779
2020-11-25,Asia,283.737,61.152
2020-11-25,Europe,372.365,497.362
2020-11-25,North America,395.968,668.783
2020-11-25,Oceania,0.941,22.049
2020-11-25,South America,373.604,867.314
2020-11-26,Africa,50.944,38.001
2020-11-26,Asia,285.505,61.533
2020-11-26,Europe,377.78,504.595
2020-11-26,North America,398.149,672.467
2020-11-26,Oceania,0.941,22.049
2020-11-26,South America,374.923,870.376
2020-11-27,Africa,51.264,38.24
2020-11-27,Asia,287.163,61.891
2020-11-27,Europe,383.667,512.458
2020-11-27,North America,400.483,676.409
2020-11-27,Oceania,0.941,22.049
2020-11-27,South America,376.117,873.148
2020-11-28,Africa,51.499,38.415
2020-11-28,Asia,288.841,62.252
2020-11-28,Europe,387.921,518.14
2020-11-28,North America,402.55,679.9
2020-11-28,Oceania,0.941,22.049
2020-11-28,South America,377.162,875.574
2020-11-29,Africa,51.723,38.582
2020-11-29,Asia,290.523,62.615
2020-11-29,Europe,391.066,522.341
2020-11-29,North America,403.908,682.194
2020-11-29,Oceania,0.942,22.072
2020-11-29,South America,377.965,877.438
2020-11-30,Africa,51.992,38.783
2020-11-30,Asia,292.161,62.968
2020-11-30,Europe,395.382,528.105
2020-11-30,North America,405.726,685.264
2020-11-30,Oceania,0.942,22.072
2020-11-30,South America,378.891,879.588
2020-12-01,Africa,52.25,38.975
2020-12-01,Asia,293.898,63.342
2020-12-01,Europe,401.389,536.129
2020-12-01,North America,409.218,691.162
2020-12-01,Oceania,0.942,22.072
2020-12-01,South America,380.152,882.515
2020-12-02,Africa,52.58,39.221
2020-12-02,Asia,295.552,63.699
2020-12-02,Europe,407.008,543.634
2020-12-02,North America,413.001,697.552
2020-12-02,Oceania,0.942,22.072
2020-12-02,South America,381.459,885.549
2020-12-03,Africa,52.847,39.42
2020-12-03,Asia,297.263,64.067
2020-12-03,Europe,412.497,550.966
2020-12-03,North America,416.735,703.858
2020-12-03,Oceania,0.942,22.072
2020-12-03,South America,382.819,888.706
2020-12-04,Africa,53.277,39.741
2020-12-04,Asia,298.93,64.427
2020-12-04,Europe,418.149,558.515
2020-12-04,North America,420.291,709.864
2020-12-04,Oceania,0.942,22.072
2020-12-04,South America,384.112,891.708
2020-12-05,Africa,53.564,39.955
2020-12-05,Asia,300.481,64.761
2020-12-05,Europe,422.333,564.103
2020-12-05,North America,423.376,715.075
2020-12-05,Oceania,0.942,22.072
2020-12-05,South America,385.288,894.438
2020-12-06,Africa,53.87,40.184
2020-12-06,Asia,301.95,65.078
2020-12-06,Europe,425.498,568.331
2020-12-06,North America,425.129,718.036
2020-12-06,Oceania,0.942,22.072
2020-12-06,South America,386.094,896.309
2020-12-07,Africa,54.118,40.369
2020-12-07,Asia,303.47,65.405
2020-12-07,Europe,429.468,573.634
2020-12-07,North America,427.314,721.726
2020-12-07,Oceania,0.942,22.072
2020-12-07,South America,386.944,898.283
2020-12-08,Africa,54.52,40.668
2020-12-08,Asia,305.119,65.761
2020-12-08,Europe,434.92,580.916
2020-12-08,North America,430.908,727.796
2020-12-08,Oceania,0.942,22.072
2020-12-08,South America,388.238,901.287
2020-12-09,Africa,54.87,40.929
2020-12-09,Asia,306.67,66.095
2020-12-09,Europe,440.19,587.955
2020-12-09,North America,435.075,734.834
2020-12-09,Oceania,0.942,22.072
2020-12-09,South America,389.578,904.397
2020-12-10,Africa,55.264,41.223
2020-12-10,Asia,308.22,66.429
2020-12-10,Europe,445.66,595.261
2020-12-10,North America,438.958,741.393
2020-12-10,Oceania,0.942,22.072
2020-12-10,South America,390.978,907.647
2020-12-11,Africa,55.662,41.52
2020-12-11,Asia,309.745,66.758
2020-12-11,Europe,451.373,602.892
2020-12-11,North America,443.265,748.667
2020-12-11,Oceania,0.943,22.096
2020-12-11,South America,392.152,910.373
2020-12-12,Africa,55.988,41.763
2020-12-12,Asia,311.191,67.069
2020-12-12,Europe,455.743,608.729
2020-12-12,North America,446.593,754.288
2020-12-12,Oceania,0.943,22.096
2020-12-12,South America,393.315,913.073
2020-12-13,Africa,56.334,42.022
2020-12-13,Asia,312.545,67.361
2020-12-13,Europe,458.851,612.88
2020-12-13,North America,448.619,757.71
2020-12-13,Oceania,0.943,22.096
2020-12-13,South America,394.068,914.821
2020-12-14,Africa,56.645,42.254
2020-12-14,Asia,314.009,67.677
2020-12-14,Europe,462.934,618.334
2020-12-14,North America,450.875,761.52
2020-12-14,Oceania,0.943,22.096
2020-12-14,South America,395.102,917.221
2020-12-15,Africa,57.072,42.572
2020-12-15,Asia,315.638,68.028
2020-12-15,Europe,469.241,626.758
2020-12-15,North America,455.003,768.492
2020-12-15,Oceania,0.943,22.096
2020-12-15,South America,396.579,920.65
2020-12-16,Africa,57.418,42.83
2020-12-16,Asia,317.083,68.339
2020-12-16,Europe,475.191,634.705
2020-12-16,North America,459.57,776.206
2020-12-16,Oceania,0.943,22.096
2020-12-16,South America,398.047,924.058
2020-12-17,Africa,57.814,43.126
2020-12-17,Asia,318.499,68.644
2020-12-17,Europe,480.649,641.995
2020-12-17,North America,464.063,783.795
2020-12-17,Oceania,0.943,22.096
2020-12-17,South America,399.738,927.984
2020-12-18,Africa,58.31,43.496
2020-12-18,Asia,319.87,68.94
2020-12-18,Europe,486.362,649.626
2020-12-18,North America,467.998,790.441
2020-12-18,Oceania,0.943,22.096
2020-12-18,South America,401.144,931.248
2020-12-19,Africa,58.759,43.83
2020-12-19,Asia,321.266,69.241
2020-12-19,Europe,490.691,655.408
2020-12-19,North America,471.476,796.315
2020-12-19,Oceania,0.943,22.096
2020-12-19,South America,402.398,934.159
2020-12-20,Africa,59.099,44.084
2020-12-20,Asia,322.72,69.554
2020-12-20,Europe,493.675,659.394
2020-12-20,North America,473.708,800.085
2020-12-20,Oceania,0.943,22.096
2020-12-20,South America,403.275,936.195
2020-12-21,Africa,59.528,44.404
2020-12-21,Asia,324.165,69.865
2020-12-21,Europe,497.836,664.952
2020-12-21,North America,476.247,804.373
2020-12-21,Oceania,0.944,22.119
2020-12-21,South America,404.385,938.772
2020-12-22,Africa,60.057,44.799
2020-12-22,Asia,325.659,70.187
2020-12-22,Europe,503.983,673.162
2020-12-22,North America,480.789,812.045
2020-12-22,Oceania,0.944,22.119
2020-12-22,South America,406.034,942.6
2020-12-23,Africa,60.877,45.41
2020-12-23,Asia,327.082,70.494
2020-12-23,Europe,509.691,680.786
2020-12-23,North America,485.266,819.606
2020-12-23,Oceania,0.944,22.119
2020-12-23,South America,407.494,945.989
2020-12-24,Africa,61.431,45.824
2020-12-24,Asia,328.432,70.785
2020-12-24,Europe,514.231,686.85
2020-12-24,North America,489.274,826.376
2020-12-24,Oceania,0.944,22.119
2020-12-24,South America,408.792,949.002
2020-12-25,Africa,61.955,46.214
2020-12-25,Asia,329.746,71.068
2020-12-25,Europe,517.742,691.54
2020-12-25,North America,491.523,830.174
2020-12-25,Oceania,0.944,22.119
2020-12-25,South America,409.842,951.44
2020-12-26,Africa,62.374,46.527
2020-12-26,Asia,330.967,71.331
2020-12-26,Europe,520.501,695.225
2020-12-26,North America,493.748,833.932
2020-12-26,Oceania,0.944,22.119
2020-12-26,South America,410.693,953.415
2020-12-27,Africa,62.806,46.849
2020-12-27,Asia,332.296,71.618
2020-12-27,Europe,523.334,699.009
2020-12-27,North America,495.767,837.342
2020-12-27,Oceania,0.945,22.143
2020-12-27,South America,411.629,955.588
2020-12-28,Africa,63.351,47.256
2020-12-28,Asia,333.601,71.899
2020-12-28,Europe,527.529,704.612
2020-12-28,North America,498.493,841.946
2020-12-28,Oceania,0.945,22.143
2020-12-28,South America,412.648,957.954
2020-12-29,Africa,64.068,47.791
2020-12-29,Asia,335.04,72.209
2020-12-29,Europe,533.935,713.168
2020-12-29,North America,503.411,850.253
2020-12-29,Oceania,0.945,22.143
2020-12-29,South America,414.408,962.04
2020-12-30,Africa,64.769,48.314
2020-12-30,Asia,336.44,72.511
2020-12-30,Europe,540.327,721.706
2020-12-30,North America,508.482,858.818
2020-12-30,Oceania,0.945,22.143
2020-12-30,South America,416.241,966.295
2020-12-31,Africa,65.468,48.835
2020-12-31,Asia,337.668,72.776
2020-12-31,Europe,545.487,728.598
2020-12-31,North America,513.037,866.511
2020-12-31,Oceania,0.945,22.143
2020-12-31,South America,418.041,970.474
2021-01-01,Africa,66.126,49.326
2021-01-01,Asia,339.239,73.114
2021-01-01,Europe,549.256,733.632
2021-01-01,North America,515.997,871.51
2021-01-01,Oceania,0.945,22.143
2021-01-01,South America,419.114,972.965
2021-01-02,Africa,66.641,49.71
2021-01-02,Asia,340.111,73.302
2021-01-02,Europe,552.052,737.367
2021-01-02,North America,519.064,876.69
2021-01-02,Oceania,0.945,22.143
2021-01-02,South America,420.01,975.045
2021-01-03,Africa,67.246,50.161
2021-01-03,Asia,341.172,73.531
2021-01-03,Europe,554.966,741.259
2021-01-03,North America,521.062,880.065
2021-01-03,Oceania,0.945,22.143
2021-01-03,South America,420.884,977.074
2021-01-04,Africa,67.931,50.672
2021-01-04,Asia,342.282,73.77
2021-01-04,Europe,559.294,747.04
2021-01-04,North America,524.065,885.137
2021-01-04,Oceania,0.945,22.143
2021-01-04,South America,422.029,979.732
2021-01-05,Africa,68.751,51.284
2021-01-05,Asia,343.508,74.034
2021-01-05,Europe,565.893,755.854
2021-01-05,North America,529.061,893.575
2021-01-05,Oceania,0.945,22.143
